epoch,train_loss,train_acc,val_loss,val_acc
1,1.1563037633895874,0.5644329786300659,1.3760507106781006,0.32534247636795044
2,0.7646684050559998,0.7439862489700317,1.3629534244537354,0.32534247636795044
3,0.6249304413795471,0.7800687551498413,1.1272722482681274,0.42465752363204956
4,0.5214453935623169,0.8178694248199463,0.5112770795822144,0.8390411138534546
5,0.48767703771591187,0.8221649527549744,0.43788814544677734,0.8424657583236694
6,0.4304749667644501,0.8556700944900513,0.416552871465683,0.8458904027938843
7,0.40317800641059875,0.869415819644928,0.39120054244995117,0.8458904027938843
8,0.423856645822525,0.8487972617149353,0.39772936701774597,0.8595890402793884
9,0.3756168782711029,0.8651202917098999,0.4134118854999542,0.8664383292198181
10,0.3606511950492859,0.8745704293251038,0.3826087415218353,0.8595890402793884
11,0.3365606367588043,0.880584180355072,0.3926810622215271,0.8561643958091736
12,0.33333197236061096,0.8745704293251038,0.41063302755355835,0.8561643958091736
13,0.29438409209251404,0.8977663516998291,0.3924575746059418,0.8698630332946777
14,0.2876638174057007,0.9037800431251526,0.4014952778816223,0.8664383292198181
15,0.30435997247695923,0.8926116824150085,0.3758232295513153,0.8732876777648926
16,0.29569149017333984,0.8960481286048889,0.3907986879348755,0.8630136847496033
17,0.2571219205856323,0.9140893220901489,0.38898786902427673,0.8595890402793884
18,0.2533622980117798,0.9089347124099731,0.401398628950119,0.8561643958091736
19,0.263983815908432,0.907216489315033,0.3695218861103058,0.8732876777648926
20,0.2505025565624237,0.9063574075698853,0.35298433899879456,0.8732876777648926
21,0.2327580451965332,0.9218212962150574,0.35976487398147583,0.8732876777648926
22,0.2461845725774765,0.9054982662200928,0.36128735542297363,0.8801369667053223
23,0.23713405430316925,0.9175257682800293,0.40234431624412537,0.8698630332946777
24,0.21909211575984955,0.9209622144699097,0.41750368475914,0.8698630332946777
25,0.22356660664081573,0.9123711585998535,0.37654784321784973,0.8767123222351074
26,0.19617730379104614,0.9295532703399658,0.35942399501800537,0.8801369667053223
27,0.19275657832622528,0.9304123520851135,0.3461829423904419,0.8835616707801819
28,0.19822964072227478,0.9347078800201416,0.3530258238315582,0.8869863152503967
29,0.18865802884101868,0.9329897165298462,0.35154303908348083,0.8835616707801819
30,0.19235289096832275,0.9364261031150818,0.357707679271698,0.8801369667053223
