epoch,train_loss,train_acc,val_loss,val_acc
1,1.3393112421035767,0.4571428596973419,1.6267164945602417,0.18666666746139526
2,0.8624505400657654,0.7200000286102295,1.7085813283920288,0.18666666746139526
3,0.593416690826416,0.8428571224212646,1.12302565574646,0.4333333373069763
4,0.41500234603881836,0.8971428275108337,0.39190247654914856,0.8999999761581421
5,0.3395371437072754,0.9085714221000671,0.23129233717918396,0.9466666579246521
6,0.28216537833213806,0.9114285707473755,0.16629250347614288,0.9599999785423279
7,0.2213389128446579,0.9399999976158142,0.13776451349258423,0.9733333587646484
8,0.2318568378686905,0.9257143139839172,0.11082477867603302,0.9666666388511658
9,0.1435341238975525,0.9714285731315613,0.08861953020095825,0.9800000190734863
10,0.12395776063203812,0.9628571271896362,0.07527747005224228,0.9800000190734863
11,0.0751696527004242,0.9885714054107666,0.062367312610149384,0.9800000190734863
12,0.09096251428127289,0.9742857217788696,0.05966402217745781,0.9800000190734863
13,0.10163906961679459,0.9742857217788696,0.06061797961592674,0.9800000190734863
14,0.11410419642925262,0.9714285731315613,0.05999250337481499,0.9800000190734863
15,0.09208814054727554,0.977142870426178,0.05735361576080322,0.9866666793823242
16,0.07672783732414246,0.9828571677207947,0.05585537105798721,0.9800000190734863
17,0.06274764239788055,0.977142870426178,0.057890407741069794,0.9866666793823242
18,0.05232306942343712,0.9857142567634583,0.055047594010829926,0.9866666793823242
19,0.07649197429418564,0.9742857217788696,0.05700257048010826,0.9800000190734863
20,0.10640330612659454,0.9657142758369446,0.056155454367399216,0.9866666793823242
21,0.0668342188000679,0.9828571677207947,0.061139799654483795,0.9800000190734863
22,0.050664182752370834,0.9828571677207947,0.05856045335531235,0.9866666793823242
23,0.054123375564813614,0.9885714054107666,0.0593179389834404,0.9800000190734863
24,0.04289240017533302,0.9857142567634583,0.05901266634464264,0.9800000190734863
25,0.046953778713941574,0.9857142567634583,0.058322805911302567,0.9866666793823242
26,0.044464968144893646,0.991428554058075,0.05869901180267334,0.9866666793823242
27,0.06141875311732292,0.977142870426178,0.05787140503525734,0.9866666793823242
28,0.03961731120944023,0.991428554058075,0.05711524933576584,0.9866666793823242
29,0.03580603748559952,0.9971428513526917,0.05614735931158066,0.9866666793823242
30,0.04255400970578194,0.9857142567634583,0.05981370434165001,0.9866666793823242
