epoch,train_loss,train_acc,val_loss,val_acc
1,1.3913884162902832,0.6216686964035034,0.8081850409507751,0.7640823721885681
2,0.6650433540344238,0.8273016214370728,0.542438268661499,0.848273754119873
3,0.5053347945213318,0.8654603362083435,0.4525226652622223,0.8664445877075195
4,0.4217267632484436,0.8893095254898071,0.38567811250686646,0.8912780284881592
5,0.37282735109329224,0.8998334407806396,0.36870551109313965,0.8915808796882629
6,0.33895331621170044,0.9074046015739441,0.34343528747558594,0.8982434868812561
7,0.30780544877052307,0.9161871671676636,0.3407488167285919,0.8964263796806335
8,0.2895902693271637,0.9200484752655029,0.2991131544113159,0.9112659096717834
9,0.2756315767765045,0.9201998710632324,0.29120108485221863,0.9115687608718872
10,0.26347580552101135,0.9219412207603455,0.2745967507362366,0.9212598204612732
11,0.2489784061908722,0.9276953339576721,0.2778240740299225,0.9142943620681763
12,0.23930032551288605,0.9304209351539612,0.2717873156070709,0.9176256656646729
13,0.22238267958164215,0.9369321465492249,0.2640194892883301,0.9197456240653992
14,0.21674013137817383,0.9375378489494324,0.25403475761413574,0.9224712252616882
15,0.2093837708234787,0.9395820498466492,0.2770487666130066,0.9112659096717834
16,0.21050678193569183,0.9394306540489197,0.24497972428798676,0.9261053800582886
17,0.2026771605014801,0.9404149055480957,0.25931501388549805,0.9170199632644653
18,0.1885075569152832,0.9448819160461426,0.23957473039627075,0.9291338324546814
19,0.19038304686546326,0.9436705112457275,0.248838409781456,0.9197456240653992
20,0.18412762880325317,0.9460175633430481,0.2638677656650543,0.9152029156684875
21,0.18101681768894196,0.9463204145431519,0.2377152293920517,0.9273167848587036
22,0.17695999145507812,0.9480617642402649,0.2451171725988388,0.9233797788619995
23,0.17528730630874634,0.9466232657432556,0.22934120893478394,0.9273167848587036
24,0.16798703372478485,0.9508631229400635,0.22738276422023773,0.9315566420555115
25,0.16624872386455536,0.9497274160385132,0.2136719673871994,0.9333736896514893
26,0.16452758014202118,0.9504088163375854,0.23328405618667603,0.922774076461792
27,0.1581190824508667,0.9543458223342896,0.20665407180786133,0.9357964992523193
28,0.15817011892795563,0.9527559280395508,0.212860569357872,0.9345850944519043
29,0.1575489044189453,0.9526801705360413,0.21638630330562592,0.9318594932556152
30,0.15494705736637115,0.9547244310379028,0.2239978164434433,0.9297395348548889
