epoch,train_loss,train_acc,val_loss,val_acc
1,1.356583833694458,0.346219927072525,1.08965003490448,0.5719178318977356
2,1.0748704671859741,0.5549828410148621,0.9206382036209106,0.6575342416763306
3,0.9205460548400879,0.6666666865348816,0.8317348957061768,0.7089040875434875
4,0.8462156057357788,0.7087628841400146,0.7761470079421997,0.7431507110595703
5,0.7920071482658386,0.7405498027801514,0.7342217564582825,0.7739726305007935
6,0.7408514618873596,0.7731958627700806,0.6759503483772278,0.8047945499420166
7,0.7119730114936829,0.7654638886451721,0.6537436842918396,0.8047945499420166
8,0.6757484078407288,0.7903780341148376,0.6380578875541687,0.8082191944122314
9,0.6482259035110474,0.7817869186401367,0.6116429567337036,0.8116438388824463
10,0.6358142495155334,0.7843642830848694,0.594772458076477,0.8150684833526611
11,0.6085931062698364,0.8084192276000977,0.5958800911903381,0.7979452013969421
12,0.5879671573638916,0.8024054765701294,0.5750315189361572,0.8219178318977356
13,0.578161895275116,0.8135738968849182,0.5702052116394043,0.8253424763679504
14,0.5747300982475281,0.8032646179199219,0.5691534876823425,0.8116438388824463
15,0.5744915008544922,0.8058419227600098,0.5503833293914795,0.835616409778595
16,0.556053638458252,0.8221649527549744,0.5503025054931641,0.8253424763679504
17,0.5329965353012085,0.8230240345001221,0.5390183925628662,0.8321917653083801
18,0.5394114851951599,0.8092783689498901,0.5351837277412415,0.835616409778595
19,0.5291970372200012,0.8204467296600342,0.5404548645019531,0.8219178318977356
20,0.5134321451187134,0.8281787037849426,0.5120413303375244,0.8287671208381653
21,0.5065553188323975,0.8221649527549744,0.5308623909950256,0.8219178318977356
22,0.4970918595790863,0.8238831758499146,0.5027146339416504,0.8287671208381653
23,0.5124574899673462,0.8273195624351501,0.5321043729782104,0.8253424763679504
24,0.4862111508846283,0.8350515365600586,0.49880191683769226,0.8321917653083801
25,0.48621103167533875,0.8367697596549988,0.5037548542022705,0.8390411138534546
26,0.4855606257915497,0.8350515365600586,0.49914905428886414,0.8424657583236694
27,0.4730389714241028,0.8359106779098511,0.48929283022880554,0.8390411138534546
28,0.473888635635376,0.8256013989448547,0.4894571602344513,0.835616409778595
29,0.459937185049057,0.8333333134651184,0.4902970790863037,0.835616409778595
30,0.4682716429233551,0.8341924548149109,0.4838976263999939,0.8390411138534546
