epoch,train_loss,train_acc,val_loss,val_acc
1,1.1024951934814453,0.6000000238418579,1.3892089128494263,0.21666666865348816
2,0.5974404215812683,0.8428571224212646,1.3792011737823486,0.5083333253860474
3,0.2916471064090729,0.9357143044471741,1.0767574310302734,0.6916666626930237
4,0.18519854545593262,0.9392856955528259,0.19111283123493195,0.9833333492279053
5,0.1040377989411354,0.9750000238418579,0.029646802693605423,1.0
6,0.07357082515954971,0.9857142567634583,0.015192368067800999,1.0
7,0.0697818398475647,0.9821428656578064,0.011050178669393063,1.0
8,0.06949149817228317,0.9750000238418579,0.004549473989754915,1.0
9,0.038451485335826874,0.9928571581840515,0.002565593458712101,1.0
10,0.044183891266584396,0.9928571581840515,0.001958241919055581,1.0
11,0.030404090881347656,0.9892857074737549,0.003541095880791545,1.0
12,0.04359324648976326,0.9857142567634583,0.0022186299320310354,1.0
13,0.026905924081802368,0.9964285492897034,0.001755168428644538,1.0
14,0.03479176387190819,0.9892857074737549,0.0036231304984539747,1.0
15,0.031331758946180344,0.9928571581840515,0.005076406057924032,1.0
16,0.038098301738500595,0.9892857074737549,0.004887334071099758,1.0
17,0.014664292335510254,0.9964285492897034,0.002494631800800562,1.0
18,0.03507167100906372,0.9892857074737549,0.0007597425137646496,1.0
19,0.016603678464889526,0.9964285492897034,0.00047777799773029983,1.0
20,0.013116459362208843,1.0,0.00044497119961306453,1.0
21,0.010387828573584557,0.9928571581840515,0.000568967021536082,1.0
22,0.02504030615091324,0.9892857074737549,0.0021784936543554068,1.0
23,0.0209074467420578,0.9964285492897034,0.0008237952133640647,1.0
24,0.014664222486317158,1.0,0.0007064191158860922,1.0
25,0.015265563502907753,0.9928571581840515,0.0005991723155602813,1.0
26,0.016169670969247818,0.9964285492897034,0.0007049823179841042,1.0
27,0.007299430202692747,1.0,0.0007172896293923259,1.0
28,0.019125308841466904,0.9928571581840515,0.0008340558269992471,1.0
29,0.01748824119567871,0.9928571581840515,0.0012303697876632214,1.0
30,0.01160127017647028,0.9964285492897034,0.0008051397744566202,1.0
