epoch,train_loss,train_acc,val_loss,val_acc
1,1.4677369594573975,0.3628571331501007,1.2665420770645142,0.4533333480358124
2,1.0553168058395386,0.699999988079071,0.9394322633743286,0.7733333110809326
3,0.8117006421089172,0.808571457862854,0.7457064986228943,0.8399999737739563
4,0.6602274775505066,0.8742856979370117,0.6226152777671814,0.8799999952316284
5,0.5601842403411865,0.9200000166893005,0.5325340032577515,0.8999999761581421
6,0.4689386487007141,0.9285714030265808,0.4654060900211334,0.9399999976158142
7,0.42538830637931824,0.9371428489685059,0.41358694434165955,0.9333333373069763
8,0.3673037588596344,0.9514285922050476,0.3730890452861786,0.9599999785423279
9,0.35632431507110596,0.9371428489685059,0.3408677577972412,0.9599999785423279
10,0.29192760586738586,0.9685714244842529,0.3108070492744446,0.9599999785423279
11,0.26989516615867615,0.9800000190734863,0.2857678234577179,0.9599999785423279
12,0.2787438631057739,0.9571428298950195,0.26517799496650696,0.9599999785423279
13,0.2349105179309845,0.9657142758369446,0.24737927317619324,0.9599999785423279
14,0.22561126947402954,0.977142870426178,0.2303989976644516,0.9666666388511658
15,0.214219331741333,0.9657142758369446,0.2200026512145996,0.9666666388511658
16,0.18872296810150146,0.977142870426178,0.20705677568912506,0.9733333587646484
17,0.19542604684829712,0.9857142567634583,0.1964332014322281,0.9666666388511658
18,0.18681775033473969,0.9685714244842529,0.18633730709552765,0.9733333587646484
19,0.18013900518417358,0.977142870426178,0.1774895191192627,0.9666666388511658
20,0.1637418419122696,0.9800000190734863,0.17340880632400513,0.9733333587646484
21,0.15038597583770752,0.9857142567634583,0.1626449078321457,0.9733333587646484
22,0.16659528017044067,0.977142870426178,0.1595122069120407,0.9733333587646484
23,0.14717812836170197,0.977142870426178,0.15252164006233215,0.9733333587646484
24,0.14436805248260498,0.9828571677207947,0.149176225066185,0.9800000190734863
25,0.12771917879581451,0.9885714054107666,0.14211323857307434,0.9800000190734863
26,0.12291564047336578,0.991428554058075,0.13934719562530518,0.9800000190734863
27,0.10691788047552109,0.9885714054107666,0.13556572794914246,0.9733333587646484
28,0.12396083027124405,0.977142870426178,0.12960729002952576,0.9800000190734863
29,0.11120068281888962,0.9885714054107666,0.1252221316099167,0.9800000190734863
30,0.12102136015892029,0.9828571677207947,0.12600883841514587,0.9800000190734863
