epoch,train_loss,train_acc,val_loss,val_acc
1,1.1313982009887695,0.6000000238418579,1.3889151811599731,0.20000000298023224
2,0.6631726026535034,0.8357142806053162,1.3926587104797363,0.2666666805744171
3,0.3320188820362091,0.9178571701049805,1.183667540550232,0.4583333432674408
4,0.21465541422367096,0.9464285969734192,0.25321897864341736,0.9666666388511658
5,0.15649306774139404,0.9535714387893677,0.03649221360683441,1.0
6,0.12152892351150513,0.9714285731315613,0.014806624501943588,1.0
7,0.07336073368787766,0.9892857074737549,0.010278626345098019,1.0
8,0.06375184655189514,0.9892857074737549,0.00675279600545764,1.0
9,0.05425732582807541,0.9892857074737549,0.005920977797359228,1.0
10,0.05776415020227432,0.9821428656578064,0.0032494482584297657,1.0
11,0.0380622074007988,0.9892857074737549,0.003123668720945716,1.0
12,0.05815102159976959,0.9892857074737549,0.0016143993707373738,1.0
13,0.03194567561149597,0.9928571581840515,0.0015826111193746328,1.0
14,0.042816899716854095,0.9857142567634583,0.0015491117956116796,1.0
15,0.03378330171108246,0.9928571581840515,0.001639869064092636,1.0
16,0.06175265833735466,0.9785714149475098,0.0013525664107874036,1.0
17,0.020715875551104546,0.9964285492897034,0.0013071271823719144,1.0
18,0.0654473528265953,0.9785714149475098,0.003053844440728426,1.0
19,0.04566381499171257,0.9857142567634583,0.001304943347349763,1.0
20,0.04353112727403641,0.9821428656578064,0.001866391277872026,1.0
21,0.019869519397616386,0.9964285492897034,0.002513097831979394,1.0
22,0.043760620057582855,0.9857142567634583,0.0020144854206591845,1.0
23,0.0262516587972641,0.9928571581840515,0.0016159754013642669,1.0
24,0.03932107985019684,0.9892857074737549,0.0012535235146060586,1.0
25,0.013168200850486755,1.0,0.001046887831762433,1.0
26,0.027016274631023407,0.9964285492897034,0.0011563904117792845,1.0
27,0.013095938600599766,1.0,0.0011225654743611813,1.0
28,0.01665695197880268,0.9964285492897034,0.0011159750865772367,1.0
29,0.015832075849175453,1.0,0.0011418183567002416,1.0
30,0.028116682544350624,0.9892857074737549,0.0010908347321674228,1.0
